10565.9,14544
11167.2,14514.4
11620.5,19764.1
11672.8,12726.1
12857.8,19633.7
13759.6,18827.8
13858.6,17194.8
14499,17690.5
16498.1,11675
16854,12847.2
17241.2,11912.8
17351.7,12203.9
18685.9,16113.4
20381.1,19470.6
20985.7,19792.5
21123.6,15832.2
21215.7,17001
21219.9,7981.05
21261.5,6095.44
21422,11474.9
21463,19534.9
21581.4,7531.17
21679.4,7502.05
22312.8,18136.1
22352.8,8032.65
23332.3,20508.8
24004.4,20169.1
25058.6,22514.6
25438.8,21197.6
25875,21280.7
26989.7,23101.1
27206.2,24637.8
4225.77,13588.2
4378.22,16595
4430.55,13792.6
4644.08,14370
4875.78,11557.6
4984.05,11317.3
5104.68,16468.2
5231.56,13522.9
6264.08,15338.2
8290.78,15890.3
8756.35,17490.9
9556.64,12735.3
9689.13,12613.4
10264.2,19150.8
20851.6,17023
20979.4,11277.4
21662.7,7521.44
25517,21322.6
9322.75,20303.8
9444.73,20319.1
14476.3,16308
14529.1,16713.4
14974.1,16964.3
14605.9,16790
14605.9,16790
11410.4,14068.6
11848.2,14149.4
12036.8,15812.5
14031.4,18758
14168.2,16522.7
14236,18317.4
14594.3,17593.7
15315.4,17593.2
15785.8,11374.9
16760.1,12503
16834.1,15469.3
17432.7,13942.6
17477,14189.5
19958.7,11429.7
20766.3,16665.7
21097,16806.4
21236.2,7097.58
23359.5,19809.1
25688.7,21386.7
3752.94,13458.6
4005.9,13664.6
4022.05,12591.8
5054.46,14439.8
6186.07,15091.9
6797.6,15583.4
8490.01,18274.3
9032.96,15716.6
9397.29,16016.4
14188.7,16311.4
15190.9,17366.2
15361.3,15887.1
15460.3,15751
15934.8,17032.9
16038.1,17122.9
17442.2,13099.2
17442.6,13210.9
17492.6,13156.4
20964.1,19197
23636.1,21078.3
12843.5,16680.1
14193.3,21195.1
14336.7,13046.1
20097,6725.5
10011.9,11222.8
10014.8,11229.3
12289,8867.37
12290.9,8940.05
12455.8,15206.2
13092,16339.3
13820.5,18946.2
13826,18951.6
13837.8,18963
14125.6,16249.4
14129.7,16262
14135.3,16275.1
14138.3,16250.6
14142.8,16287
14144.3,16262.3
14179.9,16325.8
14184.8,16225.9
14191.5,16239.8
14199.1,16255.8
14958.3,16284.1
15137.7,17341.1
15144.4,17330.4
15145.8,17349.6
15153.5,17320.8
15161.4,17317.4
15170.6,17325.4
15178.3,17514.3
15282.9,17497.4
15283.1,15858.3
15297.1,15896.7
15345.5,16214.4
15488.4,15895.9
15929,17067
15933.5,17014.1
15933.7,17058.8
15938.1,17072.2
15938.5,17051
15943,17063.9
15944.3,17014
15947.2,17055.3
15952.8,17080.5
15954.6,17013.9
15956.2,17028.9
15956.3,17037.7
15958,17072.2
15980.4,17100.8
15986.9,17090.2
15996.1,17109.2
16001.2,16982.7
16002.2,17098.8
16003.9,17113.8
16010.1,17103.8
16018.9,17124
16024.8,17114.6
16141.3,17074
16188,17020.9
16562.7,18999.5
16602.8,18993.4
16608.3,19046.4
16641.9,12277.1
16651.4,12275.4
16660.7,12274.6
16836.7,12062.6
17321.2,13177.5
17327.6,13170
17341.3,13207.2
17342,13180.9
17347.4,13199.4
17347.6,13212.8
17348.4,13173.8
17353.5,13192.2
17353.6,13204.9
17359.5,13197.8
17359.8,13185
17365.6,13215.9
17366.1,13190.6
17371.6,13208.7
17371.8,13221.4
17377.7,13214.3
17377.9,13201.6
17384.2,13207.1
17406.4,13088.2
17412.6,13080.5
17418.8,13073.5
17424.6,13227.4
17425.5,13066.6
17427.8,13088.3
17431.2,13234.3
17434.6,13081.4
17449.9,13191.5
17455.3,13227.4
17455.5,13185.4
17456.9,13197.5
17460.4,13123.3
17462,13220.1
17462.6,13191.6
17463.9,13204.2
17469.7,13198
17479.2,13087.3
17485.6,13079.6
17517.5,13168.5
17524.3,13161.6
17530.4,13154.7
17536.7,13146.9
20336.8,18771.1
20580.3,18820.1
20949.3,19170.7
20959.1,19169.7
20969.5,19168.8
20979.4,19168.3
20989.3,19167.6
20997,19216.7
20997.3,19197.5
20997.3,19207.2
20997.5,19177.9
20997.5,19187.3
21021.9,18989.6
23439.5,21148.2
23511.1,21174.5
23517.9,21173.1
23530.2,21167.7
23573.6,21144.8
6817.03,16057.8
8307.56,10052.1
8311.25,10046.4
8361.58,18248.6
8381.48,18256.6
9744.7,22298.3
9761.95,22320.4
12717.4,16715.6
12723.3,16398
12865.8,16771.8
13710.7,15213.5
15160.5,18111.7
15401,11343.1
18081.1,19196.1
18443.7,15275.4
22588.2,16772.8
23003.3,7270.15
23008.7,7273.78
23681.2,21011.4
25272.2,21655.1
12515.7,12733.9
12796.6,16689.9
12799,16620.4
12823.5,16647
14172.5,21228.8
14218.6,21202.3
14231,21245.9
14234.2,21235.8
14280.5,13007.4
14287,13007.5
14321.8,13060.3
14328.4,13060.3
18321.6,15274.2
20048.9,6630.27
