11461.6,7482.23
7095.14,2744.24
10164.5,12074.1
10233.5,11966.1
11254.5,4325.58
1424.58,9292.77
1498.43,9189.26
6525.74,5616.53
6577.24,5579.4
6923.15,11357.8
6939.56,11659.5
6982.92,11358.9
10268.5,12019.9
11239.1,4250.41
11267.8,4315.39
13419.7,3284.54
13462.1,3317.23
13472.2,3301.65
6538.85,5607.39
6569.9,5594.4
6857.39,11492.6
6911.41,11445.2
6912.34,11357.3
6930.98,11688.1
6959.94,11682
6972.89,11371.8
6980.94,11334.6
10136.5,12030.6
10203.4,12063.5
10229.1,11983.2
11233.8,4296.2
1318.11,9322.81
1326.54,9226.03
1330.02,9338.64
1331.72,9239.19
13373.2,3291.29
13402.2,3243.88
13408.5,3337.6
1343.63,9204.33
13442.6,3360.54
13454.7,3278.94
1346.14,9348.79
1353.07,9190.39
1353.14,9296.67
1363.71,9321.67
13643.2,2921.68
1366.39,9351.3
1371.24,9233.75
1380.28,9186.94
1384.39,9320.84
1388.82,9241.61
1398.94,9189.8
1404.05,9319.12
1407.73,9247.79
1421.89,9191.05
1421.99,9311.48
1427.04,9271.15
1437.74,9307.78
1441.14,9186.95
1467.1,9161.98
1468.55,9259.32
1472.29,9184.93
1478.45,9194.11
1482.21,9162.16
1494.96,9208.95
6849.12,11414.7
6867.61,11508.9
6886.85,11364.3
6926.89,11688.7
6931.59,11342.3
6934.45,11375.1
9276.03,13501.2
9286.02,13488.1
9291.45,13513.2
9301.35,13500.4
10323.3,12063
11197.6,4222.75
11240.7,4315.22
11273.8,4327.09
6853.25,11494.8
6904.32,11355.3
6963.27,11694.5
11159.7,4259.97
11258.9,4384.4
10200.5,11991.4
10204.6,12029.2
11261.3,4298.64
11205.7,4278.04
11266.2,4323.18
1474.74,9154.28
6617.59,5553.07
11209.1,4223.71
11283.7,4320.95
1335.56,9347.61
13470.7,3365.9
13473,3366.19
13498.4,3290.05
1414.56,9318.68
6615.43,5591.41
6895.45,11523.2
6973.26,11667.2
7129.3,2719.26
10042.8,1775.48
10098.9,1645.38
10141.8,1778.65
10218.4,1622.5
10249.8,1782.22
10968.2,2707.88
13003.7,9787.04
13071.6,9984.37
13079.6,9887.2
13144.9,9856.77
14150.5,13242.6
14157.1,13296.4
14189.7,13132.2
14249.8,13282.3
6926.28,2291.95
6983.01,2336.28
7090.34,2511.13
7178.97,2277.98
10038.6,1779.71
10100.2,1647.06
10127.1,1777.6
10220,1631.67
10249.1,1780.23
10966.5,2708.06
13005.3,9787.53
13072.8,9982.06
13083.2,9887.85
13144.9,9856.75
14146.5,13253.1
14157.7,13294.9
14187.7,13132.2
14249.8,13281.2
6927.33,2295.45
6977.27,2343.52
7096.52,2502.86
7176.61,2289.92
1136.41,2431.27
12276.9,9478.28
2670.58,5278.95
3074.34,12668.9
6538.76,2301.59
9551.47,13667.4
10419.6,2364.78
10641.2,8016.28
11248.4,12216.3
11836.2,14351.7
12031,9161.18
3065.11,7971.38
3811.46,8947.02
6009.4,7811.75
11568.6,14736.6
6788.78,2479.5
10482.7,2360.75
12744.5,9593.2
3630.9,13029.3
3801.49,8924.71
7921.21,12556.7
10442.9,2344.35
11446.9,14874.8
12057.8,9102.49
13840.3,13309.6
13907.4,13180.9
13940,13293.1
2764.17,5238.47
2814.63,12387.6
3380.34,12900.1
6660.91,2345.38
6769.51,2525.13
6835.38,2388.19
6853.52,2556.61
6898.5,2560.36
6901,2484.05
7872.43,12687.1
8115.92,12764.7
12013.5,9075.99
6674.1,2378.03
10114.1,5400.65
10355,7405.4
11989.7,3826.89
12448.8,8674.25
12662.7,10048.9
3120.45,7695.09
3980.5,4711.48
5803.23,2753.57
7008.41,7759.3
7610.96,5196.18
8383.93,7339.24
9304.26,8817.19
9464.75,8922.8
9508.56,8873.74
9663.36,9351.06
9796.63,8725.97
9896.65,12455.4
10250.5,9500.9
10656.5,7895.2
11113.4,11966.2
11345,12535.3
11754.2,6399.38
12276,9179.31
12307.7,9122.48
12678.2,9613.89
12710.1,10048.9
